workerid,proliferate.condition,bothQuestionsCorrect,condition,correct,failed_audio,failed_images,failed_video,first,gender,internal_node_id,participant_hypothesis,question_order,response,rt,second,stimulus,success,tech_difficulty,time_elapsed,timeout,trial_index,trial_type,error
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.3,Testing our IQ,,arrowright,590,empathic ,img/social/version2/4.png,,None,74112,,17,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.4,Testing our IQ,,arrowleft,743,empathic ,img/social/version2/5.png,,None,74855,,18,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.5,Testing our IQ,,arrowleft,1366,empathic ,img/social/version2/6.png,,None,76223,,19,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.6,Testing our IQ,,arrowright,1295,empathic ,img/social/version2/7.png,,None,77520,,20,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.7,Testing our IQ,,arrowright,942,empathic ,img/social/version2/8.png,,None,78463,,21,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.8,Testing our IQ,,arrowright,942,empathic ,img/social/version2/9.png,,None,79407,,22,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.9,Testing our IQ,,arrowleft,503,empathic ,img/social/version2/10.png,,None,79911,,23,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.10,Testing our IQ,,arrowright,807,empathic ,img/social/version2/11.png,,None,80719,,24,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.11,Testing our IQ,,arrowleft,431,empathic ,img/social/version2/12.png,,None,81151,,25,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.12,Testing our IQ,,arrowleft,999,empathic ,img/social/version2/13.png,,None,82151,,26,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.13,Testing our IQ,,arrowright,367,empathic ,img/social/version2/14.png,,None,82519,,27,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.14,Testing our IQ,,arrowright,1254,empathic ,img/social/version2/15.png,,None,83775,,28,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.15,Testing our IQ,,arrowleft,438,empathic ,img/social/version2/16.png,,None,84215,,29,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.16,Testing our IQ,,arrowleft,1183,empathic ,img/social/version2/17.png,,None,85399,,30,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.17,Testing our IQ,,arrowright,359,empathic ,img/social/version2/18.png,,None,85759,,31,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.18,Testing our IQ,,arrowright,1455,empathic ,img/social/version2/19.png,,None,87216,,32,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.19,Testing our IQ,,arrowleft,814,empathic ,img/social/version2/20.png,,None,88031,,33,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.20,Testing our IQ,,arrowleft,550,empathic ,img/social/version2/21.png,,None,88583,,34,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.21,Testing our IQ,,arrowleft,430,empathic ,img/social/version2/22.png,,None,89015,,35,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.22,Testing our IQ,,arrowright,462,empathic ,img/social/version2/23.png,,None,89479,,36,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.23,Testing our IQ,,arrowright,415,empathic ,img/social/version2/24.png,,None,89895,,37,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.24,Testing our IQ,,arrowleft,1207,empathic ,img/social/version2/25.png,,None,91103,,38,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.25,Testing our IQ,,arrowleft,655,empathic ,img/social/version2/26.png,,None,91759,,39,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.26,Testing our IQ,,arrowleft,1359,empathic ,img/social/version2/27.png,,None,93119,,40,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.27,Testing our IQ,,arrowright,583,empathic ,img/social/version2/28.png,,None,93703,,41,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.28,Testing our IQ,,arrowright,494,empathic ,img/social/version2/29.png,,None,94199,,42,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.29,Testing our IQ,,arrowleft,471,empathic ,img/social/version2/30.png,,None,94671,,43,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.30,Testing our IQ,,arrowright,398,empathic ,img/social/version2/31.png,,None,95071,,44,image-keyboard-response,
103,Empathetic,True,social,True,,,,Females,Male,0.0-12.0-0.31,Testing our IQ,,arrowright,815,empathic ,img/social/version2/32.png,,None,95887,,45,image-keyboard-response,
103,Empathetic,True,social,,,,,Females,Male,0.0-13.0,Testing our IQ,,0,1900,empathic ,"<p style=""font-size:20px; color:black;""><p>You have finished the task - thanks for participating! A few more questions before you go. </p>",,None,97788,,46,html-button-response,
103,Empathetic,True,social,,,,,Females,Male,0.0-14.0,Testing our IQ,,{'Hypothesis': 'Testing our IQ'},8914,empathic ,,,None,106706,,47,survey-text,
103,Empathetic,True,social,,,,,Females,Male,0.0-15.0,Testing our IQ,[0],{'sex': 'Male'},1638,empathic ,,,None,108346,,48,survey-multi-choice,
103,Empathetic,True,social,,,,,Females,Male,0.0-16.0,Testing our IQ,[0],{'q2': 'empathetic ability'},5184,empathic ,,,None,113532,,49,survey-multi-choice,
103,Empathetic,True,social,,,,,Females,Male,0.0-17.0,Testing our IQ,[0],{'q3': 'Females'},3327,empathic ,,,None,116861,,50,survey-multi-choice,
103,Empathetic,True,social,,,,,Females,Male,0.0-18.0,Testing our IQ,,{'technicalDifficulties': 'None'},4630,empathic ,,,None,121494,,51,survey-text,
103,Empathetic,True,social,,,,,Females,Male,0.0-19.0,Testing our IQ,,0,2505,empathic ,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Thanks for participating! In this study the task is framed either as a spatial task (which male participants typically perform better on) or a social task (which female participants typically perform better on). We are looking at the effect of gender bias in problem framing on performance. We ask that you please do not share this information with other potential participants. </p>",,None,124000,,52,html-button-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-0.0,,,,,empathic,,True,,2720,,0,fullscreen,
181,Empathetic,True,social,,[],[],[],Women,Male,0.0-1.0,,,,,empathic,,True,,8325,False,1,preload,
181,Empathetic,True,social,,,,,Women,Male,0.0-2.0,,,0,2370,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. </p><p>If you have questions about this research, please contact us at stanfordpsych251@gmail.com. </p><p>You must be at least 18 years old to participate. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. </p><p>Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.</p>",,,10696,,2,html-button-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-3.0,,,0,1306,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Our experiment is a task that tests your perspective taking ability.</p>",,,12004,,3,html-button-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-4.0,,,0,1295,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Perspective taking ability can be thought of as a measure of <strong>empathetic ability</strong>.</p>",,,13301,,4,html-button-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-5.0,,,0,3102,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""><p>Empathetic ability is a social ability that is defined as being able to identify with, and understand what another person is seeing or feeling, and respond appropriately.</p>",,,16406,,5,html-button-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-6.0,,,0,3436,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">Previous studies have shown that <strong>females often score higher on measures of empathetic ability</strong>.</p>",,,19843,,6,html-button-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-7.0,,,"{'first': 'Women', 'second': 'empathic'}",12104,empathic,,,,31950,,7,survey-html-form,
181,Empathetic,True,social,,,,,Women,Male,0.0-8.0,,,0,14475,empathic,"'<div style=""text-align: left;padding: 0 20vw;""><p>In this test, you will be shown a map of a city with a path drawn through it. </p>
      <p>Imagine yourself taking the perspective of the person on the map. Suppose that one day, you went for walk and followed the path through the city that is shown. </p> 
      <p>At each turn that the path takes, 
      your task is to decide whether you would turn to your right or your left as you are walking. </p>
      <p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p>
      <p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p>
      <p>You will first see three practice trials. </p>
      <p>Please do not turn your computer screen/head.</p>",,,46428,,8,html-button-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-9.0,,,0,4335,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;"">You will first see three practice trials</p><p><p>If it is a <strong> right turn</strong>, click on the <strong> right arrow key</strong>  on your keyboard,</p><p>and if it is a <strong> left turn</strong>, click on the <strong> left arrow key</strong>  on your keyboard.</p> ",,,50765,,9,html-button-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-10.0-0.0,,,arrowleft,4248,empathic,img/social/version2/p1.png,,,55019,,10,image-keyboard-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-10.0-1.0,,,arrowright,848,empathic,img/social/version2/p2.png,,,55869,,11,image-keyboard-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-10.0-2.0,,,arrowright,1392,empathic,img/social/version2/p3.png,,,57262,,12,image-keyboard-response,
181,Empathetic,True,social,,,,,Women,Male,0.0-11.0,,,0,2196,empathic,"<div style=""text-align: left;padding: 0 20vw;""><p style=""font-size:20px; color:black;""> Now, you will have 30 seconds to complete as many of the 32 trials as you can.",,,59460,,13,html-button-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.0,,,arrowleft,2347,empathic,img/social/version2/1.png,,,61809,,14,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.1,,,arrowleft,978,empathic,img/social/version2/2.png,,,62789,,15,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.2,,,arrowright,908,empathic,img/social/version2/3.png,,,63699,,16,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.3,,,arrowright,699,empathic,img/social/version2/4.png,,,64399,,17,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.4,,,arrowleft,717,empathic,img/social/version2/5.png,,,65119,,18,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.5,,,arrowleft,2163,empathic,img/social/version2/6.png,,,67283,,19,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.6,,,arrowright,884,empathic,img/social/version2/7.png,,,68169,,20,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.7,,,arrowright,1108,empathic,img/social/version2/8.png,,,69278,,21,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.8,,,arrowright,458,empathic,img/social/version2/9.png,,,69739,,22,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.9,,,arrowleft,558,empathic,img/social/version2/10.png,,,70299,,23,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.10,,,arrowright,1108,empathic,img/social/version2/11.png,,,71409,,24,image-keyboard-response,
181,Empathetic,True,social,True,,,,Women,Male,0.0-12.0-0.11,,,arrowleft,798,empathic,img/social/version2/12.png,,,72208,,25,image-keyboard-response,
